Using AOMedia Project AV1 Decoder v3.11.0
[ANGLE_READ] sym 0, injected 0, total_bits 1, payload_bits 1, keyword_buffer 000000, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3515, payload_bits 3515, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3516, payload_bits 3516, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3517, payload_bits 3517, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3518, payload_bits 3518, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3519, payload_bits 3519, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3520, payload_bits 3520, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3521, payload_bits 3521, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3522, payload_bits 3522, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3523, payload_bits 3523, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3524, payload_bits 3524, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3525, payload_bits 3525, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3526, payload_bits 3526, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3527, payload_bits 3527, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3528, payload_bits 3528, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3529, payload_bits 3529, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3530, payload_bits 3530, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3531, payload_bits 3531, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3532, payload_bits 3532, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3533, payload_bits 3533, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3534, payload_bits 3534, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3535, payload_bits 3535, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3536, payload_bits 3536, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3537, payload_bits 3537, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3538, payload_bits 3538, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3539, payload_bits 3539, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3540, payload_bits 3540, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3541, payload_bits 3541, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3542, payload_bits 3542, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3543, payload_bits 3543, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3544, payload_bits 3544, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3545, payload_bits 3545, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3546, payload_bits 3546, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3547, payload_bits 3547, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3548, payload_bits 3548, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3549, payload_bits 3549, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3550, payload_bits 3550, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3551, payload_bits 3551, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3552, payload_bits 3552, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3553, payload_bits 3553, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3554, payload_bits 3554, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3555, payload_bits 3555, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3556, payload_bits 3556, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3557, payload_bits 3557, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3558, payload_bits 3558, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3559, payload_bits 3559, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3560, payload_bits 3560, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3561, payload_bits 3561, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3562, payload_bits 3562, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3563, payload_bits 3563, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3564, payload_bits 3564, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3565, payload_bits 3565, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3566, payload_bits 3566, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3567, payload_bits 3567, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3568, payload_bits 3568, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3569, payload_bits 3569, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3570, payload_bits 3570, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3571, payload_bits 3571, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3572, payload_bits 3572, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3573, payload_bits 3573, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3574, payload_bits 3574, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3575, payload_bits 3575, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3576, payload_bits 3576, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3577, payload_bits 3577, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3578, payload_bits 3578, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3579, payload_bits 3579, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3580, payload_bits 3580, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3581, payload_bits 3581, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3582, payload_bits 3582, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3583, payload_bits 3583, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3584, payload_bits 3584, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3585, payload_bits 3585, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3586, payload_bits 3586, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3587, payload_bits 3587, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3588, payload_bits 3588, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3589, payload_bits 3589, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3590, payload_bits 3590, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3591, payload_bits 3591, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3592, payload_bits 3592, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3593, payload_bits 3593, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3594, payload_bits 3594, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3595, payload_bits 3595, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3596, payload_bits 3596, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3597, payload_bits 3597, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3598, payload_bits 3598, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3599, payload_bits 3599, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3600, payload_bits 3600, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3601, payload_bits 3601, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3602, payload_bits 3602, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3603, payload_bits 3603, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3604, payload_bits 3604, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3605, payload_bits 3605, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3606, payload_bits 3606, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3607, payload_bits 3607, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3608, payload_bits 3608, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3609, payload_bits 3609, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3610, payload_bits 3610, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3611, payload_bits 3611, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3612, payload_bits 3612, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3613, payload_bits 3613, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3614, payload_bits 3614, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3615, payload_bits 3615, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3616, payload_bits 3616, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3617, payload_bits 3617, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3618, payload_bits 3618, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3619, payload_bits 3619, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3620, payload_bits 3620, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3621, payload_bits 3621, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3622, payload_bits 3622, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3623, payload_bits 3623, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3624, payload_bits 3624, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3625, payload_bits 3625, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3626, payload_bits 3626, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3627, payload_bits 3627, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3628, payload_bits 3628, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3629, payload_bits 3629, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3630, payload_bits 3630, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3631, payload_bits 3631, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3632, payload_bits 3632, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3633, payload_bits 3633, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3634, payload_bits 3634, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3635, payload_bits 3635, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3636, payload_bits 3636, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3637, payload_bits 3637, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3638, payload_bits 3638, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3639, payload_bits 3639, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3640, payload_bits 3640, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3641, payload_bits 3641, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3642, payload_bits 3642, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3643, payload_bits 3643, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3644, payload_bits 3644, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3645, payload_bits 3645, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3646, payload_bits 3646, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3647, payload_bits 3647, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3648, payload_bits 3648, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3649, payload_bits 3649, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3650, payload_bits 3650, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3651, payload_bits 3651, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3652, payload_bits 3652, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3653, payload_bits 3653, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3654, payload_bits 3654, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3655, payload_bits 3655, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3656, payload_bits 3656, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3657, payload_bits 3657, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3658, payload_bits 3658, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3659, payload_bits 3659, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3660, payload_bits 3660, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3661, payload_bits 3661, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3662, payload_bits 3662, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3663, payload_bits 3663, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3664, payload_bits 3664, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3665, payload_bits 3665, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3666, payload_bits 3666, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3667, payload_bits 3667, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3668, payload_bits 3668, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3669, payload_bits 3669, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3670, payload_bits 3670, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3671, payload_bits 3671, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3672, payload_bits 3672, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3673, payload_bits 3673, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3674, payload_bits 3674, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3675, payload_bits 3675, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3676, payload_bits 3676, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3677, payload_bits 3677, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3678, payload_bits 3678, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3679, payload_bits 3679, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3680, payload_bits 3680, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3681, payload_bits 3681, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3682, payload_bits 3682, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3683, payload_bits 3683, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3684, payload_bits 3684, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3685, payload_bits 3685, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3686, payload_bits 3686, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3687, payload_bits 3687, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3688, payload_bits 3688, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3689, payload_bits 3689, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3690, payload_bits 3690, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3691, payload_bits 3691, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3692, payload_bits 3692, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3693, payload_bits 3693, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3694, payload_bits 3694, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3695, payload_bits 3695, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3696, payload_bits 3696, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3697, payload_bits 3697, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3698, payload_bits 3698, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3699, payload_bits 3699, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3700, payload_bits 3700, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3701, payload_bits 3701, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3702, payload_bits 3702, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3703, payload_bits 3703, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3704, payload_bits 3704, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3705, payload_bits 3705, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3706, payload_bits 3706, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3707, payload_bits 3707, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3708, payload_bits 3708, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3709, payload_bits 3709, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3710, payload_bits 3710, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3711, payload_bits 3711, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3712, payload_bits 3712, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3713, payload_bits 3713, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3714, payload_bits 3714, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3715, payload_bits 3715, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3716, payload_bits 3716, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3717, payload_bits 3717, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3718, payload_bits 3718, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3719, payload_bits 3719, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3720, payload_bits 3720, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3721, payload_bits 3721, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3722, payload_bits 3722, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3723, payload_bits 3723, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3724, payload_bits 3724, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3725, payload_bits 3725, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3726, payload_bits 3726, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3727, payload_bits 3727, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3728, payload_bits 3728, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3729, payload_bits 3729, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3730, payload_bits 3730, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3731, payload_bits 3731, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3732, payload_bits 3732, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3733, payload_bits 3733, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3734, payload_bits 3734, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3735, payload_bits 3735, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3736, payload_bits 3736, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3737, payload_bits 3737, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3738, payload_bits 3738, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3739, payload_bits 3739, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3740, payload_bits 3740, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3741, payload_bits 3741, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3742, payload_bits 3742, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3743, payload_bits 3743, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 5, injected 1, total_bits 3744, payload_bits 3744, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3745, payload_bits 3745, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3746, payload_bits 3746, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3747, payload_bits 3747, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3748, payload_bits 3748, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3749, payload_bits 3749, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3750, payload_bits 3750, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3751, payload_bits 3751, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3752, payload_bits 3752, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3753, payload_bits 3753, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3754, payload_bits 3754, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3755, payload_bits 3755, keyword_buffer 008800, end_found 0
[ANGLE_READ] sym 1, injected 1, total_bits 3756, payload_bits 3756, keyword_buffer 011001, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3757, payload_bits 3757, keyword_buffer 022002, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3758, payload_bits 3758, keyword_buffer 044004, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3759, payload_bits 3759, keyword_buffer 088008, end_found 0
[ANGLE_READ] sym 3, injected 1, total_bits 3760, payload_bits 3760, keyword_buffer 110011, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3761, payload_bits 3761, keyword_buffer 220022, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3762, payload_bits 3762, keyword_buffer 440044, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3763, payload_bits 3763, keyword_buffer 880088, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3764, payload_bits 3764, keyword_buffer 100110, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3765, payload_bits 3765, keyword_buffer 200220, end_found 0
[ANGLE_READ] sym 0, injected 0, total_bits 3766, payload_bits 3766, keyword_buffer 400440, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3767, payload_bits 3767, keyword_buffer 800880, end_found 0
[ANGLE_READ] sym 6, injected 0, total_bits 3768, payload_bits 3768, keyword_buffer 001100, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3769, payload_bits 3769, keyword_buffer 002200, end_found 0
[ANGLE_READ] sym 2, injected 0, total_bits 3770, payload_bits 3770, keyword_buffer 004400, end_found 0
[ANGLE_READ] sym 4, injected 0, total_bits 3771, payload_bits 3771, keyword_buffer 008800, end_found 0
