Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   4644, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    590, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1607 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7636, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1608 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2534, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1609 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12126, rd_minus:  14972, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1610 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6596, rd_minus:   5200, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1611 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1196, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1612 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1112, rd_minus:    938, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1613 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4090, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1614 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    628, rd_minus:    552, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1615 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2074, rd_minus:   1980, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1616 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1676, rd_minus:   1616, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1617 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5766, rd_minus:   7332, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1618 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3700, rd_minus:   6616, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1619 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1248, rd_minus:   1034, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1620 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     78, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1621 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1326, rd_minus:   1358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1622 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    996, rd_minus:    996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1623 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    764, rd_minus:    912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1624 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1138, rd_minus:   1020, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1625 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    588, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1626 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     80, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1627 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2020, rd_minus:   2078, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1628 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2010, rd_minus:   1546, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1629 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4488, rd_minus:   5578, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1630 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    276, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1631 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1388, rd_minus:   1940, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1632 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1732, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1633 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3280, rd_minus:   3152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1634 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4880, rd_minus:   5008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1635 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   2276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1636 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    958, rd_minus:   1122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1637 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     76, rd_minus:     84, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1638 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    926, rd_minus:    976, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1639 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1698, rd_minus:   1628, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1640 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1068, rd_minus:   1120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1641 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   1628, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1642 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    816, rd_minus:    870, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1643 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2882, rd_minus:   3018, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1644 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    158, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1645 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4670, rd_minus:   5480, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1646 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1402, rd_minus:   1546, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1647 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2134, rd_minus:   2044, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1648 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     86, rd_minus:     70, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1649 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    130, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1650 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2300, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1651 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     64, rd_minus:     60, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    396, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    866, rd_minus:    826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3782, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    496, rd_minus:    496, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    820, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2324, rd_minus:   2722, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1768, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    124, rd_minus:    120, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    122, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    448, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    802, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1290, rd_minus:   1428, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1680, rd_minus:   1844, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    272, rd_minus:    144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1666 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    944, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1667 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2198, rd_minus:   2352, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1668 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4990, rd_minus:   5420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1669 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    472, rd_minus:    666, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1670 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1578, rd_minus:   1680, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1671 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3030, rd_minus:   3042, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1672 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4576, rd_minus:   4342, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1673 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1588, rd_minus:   1536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1674 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    560, rd_minus:    572, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1675 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    440, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1676 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    524, rd_minus:    516, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1677 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:     72, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1678 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1200, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1679 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4476, rd_minus:   5464, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1680 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    788, rd_minus:    738, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1681 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     72, rd_minus:     60, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1682 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2376, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1683 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4648, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1684 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    614, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1685 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1034, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1686 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4618, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1687 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    868, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1688 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    488, rd_minus:    540, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1689 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2222, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1690 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1440, rd_minus:   1572, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1691 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1664, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1692 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3706, rd_minus:   4126, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1693 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1014, rd_minus:    876, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1694 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1004, rd_minus:   1108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1695 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1622, rd_minus:   1714, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1696 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    884, rd_minus:    944, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1697 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6288, rd_minus:   5116, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1698 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4682, rd_minus:   4670, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1699 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2204, rd_minus:   2214, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1700 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    254, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1701 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5418, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1702 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1104, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1703 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4618, rd_minus:   4724, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1704 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2604, rd_minus:   2566, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1705 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1604, rd_minus:   1332, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1706 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1488, rd_minus:   1732, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1707 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1666, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1708 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4860, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1709 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    768, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1710 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    744, rd_minus:    946, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1711 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     60, rd_minus:     64, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1712 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2110, rd_minus:   1688, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1713 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2656, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1714 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1538, rd_minus:   1322, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1715 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    656, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1716 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    524, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1717 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4478, rd_minus:   4722, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1718 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1024, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1719 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1556, rd_minus:   2664, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1720 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1568, rd_minus:   1802, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1721 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6556, rd_minus:   6536, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1722 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3360, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1723 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6660, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1724 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8864, rd_minus:   9340, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1725 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3204, rd_minus:   2736, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1726 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6040, rd_minus:   3812, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1727 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     80, rd_minus:     98, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1728 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2400, rd_minus:   1868, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1729 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2354, rd_minus:   2188, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1730 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:    104, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1731 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4420, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1732 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     90, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1733 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    178, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1734 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10840, rd_minus:   9986, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1735 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5696, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1736 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1904, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1737 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6420, rd_minus:   6886, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1738 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2680, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1739 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2042, rd_minus:   2012, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1740 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5296, rd_minus:   6046, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1741 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7296, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1742 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5836, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1743 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3930, rd_minus:   5952, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1744 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    672, rd_minus:    672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1745 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2450, rd_minus:   1890, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1746 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    238, rd_minus:    260, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1747 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    314, rd_minus:    318, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1748 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1412, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1749 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    524, rd_minus:    384, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1750 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2964, rd_minus:   3008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1751 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2730, rd_minus:   2910, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1752 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    860, rd_minus:    688, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1753 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1446, rd_minus:   1218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1754 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1192, rd_minus:   1176, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1755 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1596, rd_minus:   1288, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1756 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2296, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1757 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    558, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1758 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    570, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1759 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2532, rd_minus:   2274, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1760 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2488, rd_minus:   1966, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1761 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1204, rd_minus:   1478, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1762 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1464, rd_minus:   1616, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1763 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1764 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    318, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1765 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    520, rd_minus:    488, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1766 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7694, rd_minus:   9286, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1767 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    160, rd_minus:    154, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1768 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1769 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5160, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1770 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4482, rd_minus:   4468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1771 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3976, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1772 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4642, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1773 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5948, rd_minus:   4912, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1774 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2824, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1775 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   1736, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1776 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2206, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1777 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5380, rd_minus:   5046, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1778 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8178, rd_minus:   8184, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1779 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1780 / 2072, payload_bits 2048, end_bits 24
