Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:     -1, rd_minus:   3230, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5872, rd_minus:   5142, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5849 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5714, rd_minus:   4372, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5850 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9888, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5851 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12404, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5852 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3352, rd_minus:   3744, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5853 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2180, rd_minus:   2020, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5854 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1634, rd_minus:   2044, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5855 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1866, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5856 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3794, rd_minus:   5076, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5857 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2504, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5858 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7034, rd_minus:   6330, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5859 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7846, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5860 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5024, rd_minus:   5364, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5861 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6986, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5862 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3912, rd_minus:   3814, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5863 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10926, rd_minus:  10798, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5864 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12540, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5865 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19198, rd_minus:  21918, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5866 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10884, rd_minus:  10024, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5867 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6870, rd_minus:   5830, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5868 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2524, rd_minus:   3220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5869 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6892, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5870 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7430, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5871 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8546, rd_minus:   9158, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5872 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1968, rd_minus:   1848, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5873 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6590, rd_minus:   6634, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5874 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13198, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5875 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6770, rd_minus:   7086, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5876 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3446, rd_minus:   3430, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5877 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4472, rd_minus:   4508, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5878 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5812, rd_minus:   5560, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5879 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4952, rd_minus:   4168, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5880 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    436, rd_minus:    386, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5881 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    106, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5882 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6608, rd_minus:   8212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5883 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8696, rd_minus:   9698, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5884 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2768, rd_minus:   2994, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5885 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2510, rd_minus:   2568, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5886 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7186, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5887 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8490, rd_minus:   8068, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5888 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7502, rd_minus:   7614, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5889 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6388, rd_minus:   7692, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5890 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9484, rd_minus:   9346, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5891 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8008, rd_minus:   7496, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5892 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6900, rd_minus:   5848, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5893 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3246, rd_minus:   3596, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5894 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    474, rd_minus:    386, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5895 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7510, rd_minus:   6816, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5896 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3870, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5897 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7200, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5898 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10134, rd_minus:   9574, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5899 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13034, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5900 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  26954, rd_minus:  27116, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5901 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7140, rd_minus:   6468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5902 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4262, rd_minus:   6418, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5903 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5112, rd_minus:   5810, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5904 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7736, rd_minus:   8980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5905 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2354, rd_minus:   2220, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5906 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1892, rd_minus:   2048, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5907 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10156, rd_minus:  10206, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5908 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1592, rd_minus:   1532, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5909 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2018, rd_minus:   2052, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5910 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5836, rd_minus:   6742, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5911 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2492, rd_minus:   2484, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5912 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4134, rd_minus:   4056, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5913 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4068, rd_minus:   4024, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5914 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9226, rd_minus:   9130, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5915 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6440, rd_minus:   6074, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5916 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14998, rd_minus:  14998, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5917 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8284, rd_minus:   7878, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5918 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7870, rd_minus:  10210, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5919 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15710, rd_minus:  15978, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5920 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7000, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5921 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5424, rd_minus:   3730, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5922 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6108, rd_minus:   4156, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5923 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17786, rd_minus:  19680, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5924 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2900, rd_minus:   3044, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5925 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5900, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5926 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2364, rd_minus:   1984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5927 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5498, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5928 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  69864, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5929 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3952, rd_minus:   4032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5930 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7160, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5931 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5350, rd_minus:   5860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5932 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4858, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5933 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16798, rd_minus:  16824, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5934 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2454, rd_minus:   2470, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5935 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4180, rd_minus:   4982, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5936 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6478, rd_minus:   6690, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5937 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3398, rd_minus:   3416, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5938 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1818, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5939 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    936, rd_minus:   1142, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5940 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4786, rd_minus:   5128, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5941 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5384, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5942 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7598, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5943 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3640, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5944 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1910, rd_minus:   2410, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5945 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9004, rd_minus:   7194, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5946 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5192, rd_minus:   4484, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5947 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2930, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5948 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7754, rd_minus:   5862, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5949 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2172, rd_minus:   1996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5950 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2044, rd_minus:   1972, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5951 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    456, rd_minus:    456, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5952 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8030, rd_minus:   6690, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5953 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5298, rd_minus:   5298, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5954 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4606, rd_minus:   5066, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5955 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1384, rd_minus:   1982, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5956 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2518, rd_minus:   2940, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5957 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4488, rd_minus:   3840, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5958 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6214, rd_minus:   7580, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5959 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7732, rd_minus:   7272, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5960 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3442, rd_minus:   3506, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5961 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2388, rd_minus:   2162, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5962 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2784, rd_minus:   3176, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5963 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3842, rd_minus:   3762, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5964 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14282, rd_minus:  19620, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5965 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1538, rd_minus:   1752, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5966 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2602, rd_minus:   3110, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5967 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4530, rd_minus:   4158, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5968 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6230, rd_minus:   6096, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5969 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4210, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5970 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6762, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5971 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8812, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5972 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9898, rd_minus:   8054, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5973 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7546, rd_minus:   9192, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5974 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7792, rd_minus:   7886, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5975 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5534, rd_minus:   5518, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5976 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  21818, rd_minus:  23022, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5977 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12944, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5978 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8218, rd_minus:  10072, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5979 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11316, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5980 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5336, rd_minus:   4884, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5981 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7440, rd_minus:  10174, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5982 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17334, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5983 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20876, rd_minus:  14826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5984 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10790, rd_minus:   8452, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5985 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3930, rd_minus:   4168, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5986 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4450, rd_minus:   3864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5987 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8160, rd_minus:   7100, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5988 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5412, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5989 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    862, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5990 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2748, rd_minus:   2616, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5991 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12524, rd_minus:  11932, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5992 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1864, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5993 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15216, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5994 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  14080, rd_minus:  14174, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5995 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6604, rd_minus:   8526, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5996 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6638, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5997 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6212, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5998 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5448, rd_minus:   5366, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 5999 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8000, rd_minus:   5654, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6000 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2502, rd_minus:   2740, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6001 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4320, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6002 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2606, rd_minus:   2724, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6003 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4362, rd_minus:   4182, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6004 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8458, rd_minus:   8648, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6005 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18526, rd_minus:  17308, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6006 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13480, rd_minus:  13490, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6007 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12862, rd_minus:  12744, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6008 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4204, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6009 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15938, rd_minus:  16270, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6010 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  26528, rd_minus:  26722, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6011 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4338, rd_minus:   4546, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6012 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3786, rd_minus:   3126, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6013 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5232, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6014 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11166, rd_minus:  11292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6015 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3358, rd_minus:   2252, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6016 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2912, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6017 / 83886104, payload_bits 83886080, end_bits 24
