Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4980, rd_minus:   5768, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5975 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1692, rd_minus:   1594, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5976 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    176, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5977 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10164, rd_minus:   8858, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5978 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12470, rd_minus:   7672, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5979 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5102, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5980 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2952, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5981 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1720, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5982 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4028, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5983 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1198, rd_minus:   1444, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 5984 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1864, rd_minus:   2202, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5985 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2200, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 5986 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7778, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5987 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    100, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5988 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2334, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5989 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    122, rd_minus:    112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5990 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2278, rd_minus:   2260, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5991 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    126, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5992 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4552, rd_minus:   6168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5993 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11714, rd_minus:  12198, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 5994 / 8216, payload_bits 8192, end_bits 24
K

[HIDE] rd_plus:  11350, rd_minus:   8244, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5995 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4282, rd_minus:   4576, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 5996 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    544, rd_minus:   1008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5997 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4630, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 5998 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3748, rd_minus:   5526, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 5999 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11736, rd_minus:   4848, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6000 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    220, rd_minus:    290, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6001 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    300, rd_minus:    308, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6002 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3880, rd_minus:   2228, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6003 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5038, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6004 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8658, rd_minus:   7450, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6005 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    964, rd_minus:    664, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6006 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1914, rd_minus:   2672, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6007 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2052, rd_minus:   2372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6008 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2544, rd_minus:   2524, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6009 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1138, rd_minus:   1240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6010 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5822, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6011 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4268, rd_minus:   3180, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6012 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1216, rd_minus:   1372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6013 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1714, rd_minus:   2520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6014 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5416, rd_minus:   3116, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6015 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5044, rd_minus:   4592, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6016 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8056, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6017 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   1826, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6018 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4524, rd_minus:   7254, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6019 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6020 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    314, rd_minus:    398, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6021 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4906, rd_minus:   4808, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6022 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2944, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6023 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    880, rd_minus:    802, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6024 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    540, rd_minus:    608, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6025 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    270, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6026 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1990, rd_minus:   1856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6027 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6890, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6028 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3784, rd_minus:   3210, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6029 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4802, rd_minus:   5466, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6030 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8320, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6031 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    142, rd_minus:    148, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6032 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3652, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6033 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5308, rd_minus:   5082, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6034 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7364, rd_minus:   6314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6035 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5612, rd_minus:   5388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6036 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16262, rd_minus:  17348, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6037 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  24056, rd_minus:  25216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6038 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3108, rd_minus:   5556, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6039 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  19366, rd_minus:  20348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6040 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  20300, rd_minus:  24178, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6041 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2690, rd_minus:   2218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6042 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1436, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6043 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  17106, rd_minus:  18338, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6044 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  19688, rd_minus:  18638, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6045 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5776, rd_minus:   5728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6046 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1772, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6047 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5080, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6048 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5476, rd_minus:   6192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6049 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1534, rd_minus:   1496, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6050 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2744, rd_minus:   3250, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6051 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3964, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6052 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2320, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6053 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  30794, rd_minus:  29712, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6054 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4580, rd_minus:   7228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6055 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1280, rd_minus:   1280, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6056 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5558, rd_minus:   4876, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6057 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2944, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6058 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2988, rd_minus:   2768, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6059 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    172, rd_minus:    192, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6060 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    544, rd_minus:    712, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6061 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7458, rd_minus:   7100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6062 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    752, rd_minus:    596, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6063 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1296, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6064 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4744, rd_minus:   5212, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6065 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2420, rd_minus:   2040, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6066 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14804, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6067 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    312, rd_minus:    460, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6068 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9120, rd_minus:   8698, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6069 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:   3564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6070 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9402, rd_minus:  19064, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6071 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8352, rd_minus:   8970, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6072 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1544, rd_minus:   2728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6073 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    816, rd_minus:    932, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6074 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3456, rd_minus:   4592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6075 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9682, rd_minus:  10622, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6076 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12168, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6077 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1776, rd_minus:   1598, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6078 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    856, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6079 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    734, rd_minus:    820, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6080 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1768, rd_minus:   1908, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6081 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1608, rd_minus:   1740, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6082 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    704, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6083 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2604, rd_minus:   1546, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6084 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6104, rd_minus:  10276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6085 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6290, rd_minus:   8814, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6086 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9862, rd_minus:   9864, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6087 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9352, rd_minus:   9278, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6088 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     82, rd_minus:     58, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6089 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    108, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6090 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    704, rd_minus:   1258, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6091 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    612, rd_minus:    230, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6092 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4396, rd_minus:   4972, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6093 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     70, rd_minus:     62, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6094 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    122, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6095 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     82, rd_minus:     62, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6096 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1216, rd_minus:    542, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6097 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8036, rd_minus:   7852, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6098 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  21086, rd_minus:  19292, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6099 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7288, rd_minus:  11752, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6100 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4218, rd_minus:   2444, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6101 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3812, rd_minus:   2400, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6102 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2516, rd_minus:   3606, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6103 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3590, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6104 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2054, rd_minus:   2250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6105 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5764, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6106 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    170, rd_minus:    172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6107 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5934, rd_minus:   5944, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6108 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8522, rd_minus:   8974, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6109 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   2228, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6110 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5814, rd_minus:   5824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6111 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3742, rd_minus:   5304, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6112 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2852, rd_minus:   3024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6113 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4256, rd_minus:   4316, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6114 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7008, rd_minus:   7520, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6115 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4134, rd_minus:   4720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6116 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5416, rd_minus:   5368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6117 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7646, rd_minus:   7698, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6118 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9498, rd_minus:   9726, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6119 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6602, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6120 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6712, rd_minus:   7520, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6121 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3296, rd_minus:   3138, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6122 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  12598, rd_minus:  13980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6123 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15394, rd_minus:  14974, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6124 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14188, rd_minus:  13290, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6125 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4522, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6126 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4390, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6127 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3562, rd_minus:   3580, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 6128 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2596, rd_minus:   3014, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6129 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2168, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6130 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    276, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6131 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  28166, rd_minus:  28766, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6132 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16200, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6133 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    230, rd_minus:    234, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6134 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1634, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6135 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2280, rd_minus:   2234, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6136 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4116, rd_minus:   4446, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6137 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3914, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6138 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  14420, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 6139 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    150, rd_minus:    192, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 6140 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2108, rd_minus:   2370, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6141 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9070, rd_minus:  10008, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6142 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4052, rd_minus:   4114, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 6143 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4358, rd_minus:   3674, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 6144 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1628, rd_minus:   1686, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6145 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     82, rd_minus:     78, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6146 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    350, rd_minus:    344, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 6147 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15576, rd_minus:  15440, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 6148 / 8216, payload_bits 8192, end_bits 24
