Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  10442, rd_minus:   6220, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2636, rd_minus:   2762, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1743 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5900, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1744 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3068, rd_minus:   3124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1745 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    586, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1746 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    152, rd_minus:    146, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1747 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4374, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1748 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  35444, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1749 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3916, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1750 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2762, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1751 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2352, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1752 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1992, rd_minus:   1958, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1753 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2094, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1754 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18828, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1755 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  13188, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1756 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19064, rd_minus:  16848, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1757 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2760, rd_minus:   2800, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1758 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5046, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1759 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3254, rd_minus:   3328, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1760 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4326, rd_minus:   4330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1761 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6856, rd_minus:   3804, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1762 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2640, rd_minus:   1180, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1763 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7686, rd_minus:   5452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1764 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1276, rd_minus:   1832, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1765 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4354, rd_minus:   4330, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1766 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11026, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1767 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4804, rd_minus:   5344, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1768 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5410, rd_minus:   4424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1769 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3556, rd_minus:   3534, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1770 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1558, rd_minus:   1648, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1771 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19348, rd_minus:  26372, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1772 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16442, rd_minus:  24938, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1773 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1462, rd_minus:   1310, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1774 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1350, rd_minus:   1318, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1775 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1240, rd_minus:   1304, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1776 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3782, rd_minus:   3802, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1777 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2674, rd_minus:   2726, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1778 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7760, rd_minus:   8344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1779 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3414, rd_minus:   2964, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1780 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7322, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1781 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2008, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1782 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1783 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5738, rd_minus:   6098, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1784 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2112, rd_minus:   1848, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1785 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2720, rd_minus:   2564, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1786 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5422, rd_minus:   5314, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1787 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5456, rd_minus:   5120, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1788 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    372, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1789 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     96, rd_minus:    100, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1790 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6688, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1791 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1896, rd_minus:   1932, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1792 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3380, rd_minus:   2936, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1793 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  17416, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1794 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1226, rd_minus:    934, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1795 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1338, rd_minus:   1296, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1796 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2182, rd_minus:   2040, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1797 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    324, rd_minus:    380, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1798 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   3422, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1799 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4512, rd_minus:   5078, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1800 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3866, rd_minus:   3816, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1801 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    178, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1802 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    114, rd_minus:    118, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1803 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1580, rd_minus:   1558, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1804 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2256, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1805 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2684, rd_minus:   2692, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1806 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1672, rd_minus:   1960, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1807 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  37194, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1808 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9988, rd_minus:  10746, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1809 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1384, rd_minus:   1232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1810 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1744, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1811 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1338, rd_minus:   1544, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1812 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3384, rd_minus:   3586, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1813 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5128, rd_minus:   5176, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1814 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4244, rd_minus:   4582, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1815 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3250, rd_minus:   2392, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1816 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3290, rd_minus:   3554, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1817 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2178, rd_minus:   2410, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1818 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5012, rd_minus:   9462, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1819 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    636, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1820 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4536, rd_minus:   3508, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1821 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5428, rd_minus:   4642, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1822 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2624, rd_minus:   3772, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1823 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    148, rd_minus:    144, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1824 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    514, rd_minus:    912, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1825 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1376, rd_minus:   1530, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1826 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     98, rd_minus:     76, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1827 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2196, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1828 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4938, rd_minus:   6824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1829 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4366, rd_minus:   4346, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1830 / 2072, payload_bits 2048, end_bits 24
K

[HIDE] rd_plus:   4936, rd_minus:   4940, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1831 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    972, rd_minus:    302, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1832 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    114, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1833 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    348, rd_minus:    656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1834 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    478, rd_minus:    350, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1835 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    236, rd_minus:    264, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1836 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    176, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1837 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    152, rd_minus:     92, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1838 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14670, rd_minus:  14242, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1839 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5402, rd_minus:   5240, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1840 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2100, rd_minus:   2134, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1841 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2722, rd_minus:   2716, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1842 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3726, rd_minus:   5090, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1843 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2224, rd_minus:   2300, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1844 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2500, rd_minus:   2808, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1845 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5286, rd_minus:   3008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1846 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     80, rd_minus:    120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1847 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    184, rd_minus:    136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1848 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8366, rd_minus:   9312, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1849 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    464, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1850 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2714, rd_minus:   5468, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1851 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3388, rd_minus:   3160, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1852 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2776, rd_minus:   1404, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1853 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2080, rd_minus:   1942, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1854 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1754, rd_minus:   2160, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1855 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7552, rd_minus:   7646, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1856 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1870, rd_minus:   1896, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1857 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6924, rd_minus:   7064, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1858 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2186, rd_minus:   2206, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1859 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1926, rd_minus:   1950, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1860 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9946, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1861 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3258, rd_minus:   3780, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1862 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8256, rd_minus:   7452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1863 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11312, rd_minus:   9654, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1864 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2164, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1865 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2034, rd_minus:   2544, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1866 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10496, rd_minus:  11120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1867 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10312, rd_minus:  10268, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1868 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3744, rd_minus:   4700, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1869 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8640, rd_minus:  11764, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1870 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14580, rd_minus:  13980, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1871 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6174, rd_minus:   5654, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1872 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    172, rd_minus:    164, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1873 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  26280, rd_minus:  26280, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1874 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2520, rd_minus:   2224, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1875 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1066, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1876 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2046, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1877 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18064, rd_minus:  17484, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1878 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4308, rd_minus:   3076, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1879 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1500, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1880 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10318, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1881 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8156, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1882 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3640, rd_minus:   3294, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1883 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7420, rd_minus:   6868, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1884 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  26442, rd_minus:  27780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1885 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7242, rd_minus:   7528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1886 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    750, rd_minus:    576, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1887 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    758, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1888 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  36914, rd_minus:  37646, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1889 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3602, rd_minus:   4186, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1890 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7080, rd_minus:   7996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1891 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6528, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1892 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2420, rd_minus:   2298, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1893 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6156, rd_minus:   4864, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1894 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    932, rd_minus:   1114, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1895 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1612, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1896 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3762, rd_minus:   3868, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1897 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19134, rd_minus:  19164, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1898 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    548, rd_minus:    484, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1899 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    906, rd_minus:   1094, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1900 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    324, rd_minus:    324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1901 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    456, rd_minus:    568, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1902 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3492, rd_minus:   3160, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1903 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1374, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1904 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6524, rd_minus:   2996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1905 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4846, rd_minus:   4918, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1906 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1907 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6456, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1908 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2312, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1909 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7916, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1910 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1890, rd_minus:   2130, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1911 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    780, rd_minus:    940, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1912 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    164, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1913 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9634, rd_minus:  10468, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1914 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1596, rd_minus:   1992, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1915 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2672, rd_minus:   1750, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1916 / 2072, payload_bits 2048, end_bits 24
