Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1266, rd_minus:   1634, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1728 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1082, rd_minus:   1952, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1729 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5074, rd_minus:   5118, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1730 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4880, rd_minus:   4944, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1731 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5616, rd_minus:   5104, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1732 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  14334, rd_minus:  10412, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1733 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    628, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1734 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2186, rd_minus:   2166, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1735 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2258, rd_minus:   2306, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1736 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     82, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1737 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3146, rd_minus:    932, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1738 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2170, rd_minus:   2124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1739 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16276, rd_minus:  12158, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1740 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1192, rd_minus:   1224, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1741 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1990, rd_minus:   1984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1742 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1222, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1743 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2612, rd_minus:   4900, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1744 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5752, rd_minus:   3280, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1745 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5284, rd_minus:   2772, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1746 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1546, rd_minus:   2362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1747 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2288, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1748 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1752, rd_minus:   1920, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1749 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10022, rd_minus:   9776, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1750 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3950, rd_minus:   3638, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1751 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5650, rd_minus:   4256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1752 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5014, rd_minus:   4424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1753 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10568, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1754 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4176, rd_minus:   1728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1755 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4568, rd_minus:   4706, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1756 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3284, rd_minus:   3976, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1757 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    898, rd_minus:    956, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1758 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10910, rd_minus:   7708, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1759 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3404, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1760 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4712, rd_minus:   5076, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1761 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    532, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1762 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1414, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1763 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5310, rd_minus:   5880, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1764 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1808, rd_minus:   2532, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1765 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3488, rd_minus:   4218, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1766 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4206, rd_minus:   3138, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1767 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3112, rd_minus:   3122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1768 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1732, rd_minus:   1432, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1769 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2032, rd_minus:   1830, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1770 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1372, rd_minus:   1836, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1771 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4070, rd_minus:   4120, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1772 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5942, rd_minus:   5050, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1773 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18788, rd_minus:  21050, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1774 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1192, rd_minus:   1220, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1775 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4870, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1776 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1654, rd_minus:   1392, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1777 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2478, rd_minus:   2478, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1778 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    178, rd_minus:    232, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1779 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5102, rd_minus:   5708, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1780 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    112, rd_minus:    116, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1781 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7632, rd_minus:   8228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1782 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6096, rd_minus:   6698, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1783 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3118, rd_minus:   3072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1784 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2216, rd_minus:   1700, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1785 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    112, rd_minus:    162, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1786 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2544, rd_minus:   2526, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1787 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10044, rd_minus:   9400, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1788 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1430, rd_minus:   1108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1789 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    360, rd_minus:    350, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1790 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1538, rd_minus:   1548, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1791 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4704, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1792 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2220, rd_minus:   1008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1793 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1210, rd_minus:   1980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1794 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5044, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1795 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1684, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1796 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2968, rd_minus:   2688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1797 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2876, rd_minus:   1184, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1798 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3024, rd_minus:   3956, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1799 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2428, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1800 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7732, rd_minus:   5104, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1801 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1536, rd_minus:   2008, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1802 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1728, rd_minus:   1024, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1803 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2440, rd_minus:   2268, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1804 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1564, rd_minus:   1772, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1805 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2270, rd_minus:   1338, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1806 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    674, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1807 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     60, rd_minus:     60, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1808 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5918, rd_minus:   5918, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1809 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4734, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1810 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3386, rd_minus:   2208, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1811 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3876, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1812 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3328, rd_minus:   2668, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1813 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5144, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1814 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2368, rd_minus:   2416, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1815 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    766, rd_minus:    884, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1816 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1146, rd_minus:    912, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1817 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    672, rd_minus:    606, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1818 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2048, rd_minus:   2118, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1819 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1320, rd_minus:   1320, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1820 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1494, rd_minus:   1566, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1821 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7404, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1822 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3690, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1823 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2896, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1824 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8968, rd_minus:   6460, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1825 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3722, rd_minus:   4156, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1826 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3736, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1827 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2336, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1828 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2398, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1829 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2748, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1830 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2218, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1831 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3288, rd_minus:   2804, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1832 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:   2794, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1833 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4202, rd_minus:   6576, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1834 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5856, rd_minus:   5636, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1835 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8690, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1836 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2242, rd_minus:   2788, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1837 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1288, rd_minus:   1558, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1838 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     84, rd_minus:     80, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1839 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    106, rd_minus:     68, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1840 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2424, rd_minus:   2614, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1841 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1498, rd_minus:   1380, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1842 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2916, rd_minus:   3004, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1843 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3000, rd_minus:   9000, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1844 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  12140, rd_minus:  12256, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1845 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3436, rd_minus:   6584, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1846 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    142, rd_minus:    112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1847 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2774, rd_minus:   2892, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1848 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    982, rd_minus:   1812, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1849 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    530, rd_minus:    230, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1850 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2660, rd_minus:   3066, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1851 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1694, rd_minus:   1720, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1852 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1640, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1853 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3640, rd_minus:   5484, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1854 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    746, rd_minus:    730, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1855 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2760, rd_minus:   3348, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1856 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1528, rd_minus:   1670, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1857 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1976, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1858 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    334, rd_minus:    238, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1859 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1328, rd_minus:   2126, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1860 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    914, rd_minus:   1110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1861 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3614, rd_minus:   2676, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1862 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    372, rd_minus:    372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1863 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2202, rd_minus:   2452, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1864 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1892, rd_minus:   1936, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1865 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2950, rd_minus:   2710, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1866 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16478, rd_minus:  16424, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1867 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4164, rd_minus:   2678, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1868 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    816, rd_minus:   1118, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1869 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     88, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1870 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4544, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1871 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2480, rd_minus:   3252, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1872 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4532, rd_minus:   5252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1873 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1044, rd_minus:    828, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1874 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1292, rd_minus:   1418, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1875 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1354, rd_minus:   1324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1876 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2602, rd_minus:   2782, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1877 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1920, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1878 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1058, rd_minus:   1056, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1879 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1032, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1880 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1914, rd_minus:   1506, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1881 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    652, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1882 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2816, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1883 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    560, rd_minus:    628, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1884 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4752, rd_minus:   4640, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1885 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3742, rd_minus:   3504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1886 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    940, rd_minus:   1722, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1887 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1416, rd_minus:    984, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1888 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    210, rd_minus:    568, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1889 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4470, rd_minus:   7376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1890 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2920, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1891 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1328, rd_minus:   1360, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1892 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3284, rd_minus:   3284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1893 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3694, rd_minus:   3436, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1894 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4944, rd_minus:   4190, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1895 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7852, rd_minus:   9136, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1896 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1656, rd_minus:   1756, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1897 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4988, rd_minus:   5304, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1898 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6884, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1899 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5032, rd_minus:   5202, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1900 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3962, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1901 / 2072, payload_bits 2048, end_bits 24
